,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Tot_qual_cond,degrees_west,degrees_north,SalePrice,nhood_median_price,living_SF,liv_plus_grg_SF,total_indoor_SF,qXGrLivArea,qXliving_SF,qXliv_plus_grg_SF,qXtotal_indoor_SF,degNXqXindoorSF,nhoodXqXindoorSF,nhoodXsize,nhoodXqual
43,44,20,RL,,9200,Pave,None,1,Lvl,AllPub,CulDSac,1,CollgCr,0,0,1Fam,1,5,6,1975,1980,Hip,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,1,0,2,1,280,3,491,167,938,GasA,0,1,1,938,0,0,938,1,0,1,0,3,1,0,5,0,0,-2,Detchd,1977.0,1,1,308,0,0,Y,145,0,0,0,0,0,-1,MnPrv,None,0,7,2008,WD,Normal,-3,93.6629245,42.0210558,130250,197200.0,1218,1526,2184,943,6090,7630,10920,458869.929336,2153424000.0,430684800.0,986000.0
44,45,20,RL,70.0,7945,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,6,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,0,0,CBlock,0,0,0,4,179,3,506,465,1150,GasA,2,1,0,1150,0,0,1150,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1959.0,2,1,300,0,0,Y,0,0,0,0,0,0,-1,None,None,0,5,2006,WD,Normal,-1,,,141000,140000.0,1329,1629,2600,1155,6645,8145,13000,,1820000000.0,364000000.0,700000.0
45,46,120,RL,61.0,7658,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,TwnhsE,1,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,412.0,2,0,PConc,2,0,0,5,456,0,0,1296,1752,GasA,2,1,1,1752,0,0,1752,1,0,2,0,2,1,2,6,0,1,1,Attchd,2005.0,2,2,576,0,0,Y,196,82,0,0,0,0,-1,None,None,0,2,2010,WD,Normal,6,93.6521432,42.0593971,319900,315000.0,2208,2784,4080,1761,19872,25056,36720,1544421.061512,11566800000.0,1285200000.0,2835000.0
46,47,50,RL,48.0,12822,Pave,None,1,Lvl,AllPub,CulDSac,1,Mitchel,0,0,1Fam,3,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,2,0,0,5,1351,0,0,83,1434,GasA,2,1,1,1518,631,0,2149,1,0,1,1,1,1,1,6,0,1,2,Attchd,2003.0,2,2,670,0,0,Y,168,43,0,0,198,0,-1,None,None,0,8,2009,WD,Abnorml,5,93.6048323,41.9923905,239686,153500.0,3500,4170,4253,2156,24500,29190,29771,1250155.4575755,4569848500.0,652835500.0,1074500.0
47,48,20,FV,84.0,11096,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,5,24,0,0,1632,1656,GasA,2,1,1,1656,0,0,1656,0,0,2,0,3,1,1,7,0,0,-2,Attchd,2006.0,2,3,826,0,0,Y,0,146,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,1,93.6435389,42.0489287,249700,225500.0,1680,2506,4138,1664,13440,20048,33104,1391987.7356848,7464952000.0,933119000.0,1804000.0
48,49,190,RM,33.0,4456,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,0,0,2fmCon,4,4,5,1920,2008,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,736,736,GasA,1,1,1,736,716,0,1452,0,0,2,0,2,3,0,8,0,0,-2,None,,0,0,0,-2,-2,N,0,0,102,0,0,0,-1,None,None,0,6,2009,New,Partial,-6,93.6158599,42.0315288,113000,119000.0,1452,1452,2188,1456,5808,5808,8752,367859.9400576,1041488000.0,260372000.0,476000.0
49,50,20,RL,66.0,7742,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,1Fam,1,5,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,0,3,763,0,0,192,955,GasA,2,1,1,955,0,0,955,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1966.0,1,1,386,0,0,Y,0,0,0,0,0,0,-1,MnPrv,None,0,1,2007,WD,Normal,-1,93.6196433,42.0262182,127000,135000.0,1718,2104,2296,960,8590,10520,11480,482460.984936,1549800000.0,309960000.0,675000.0
50,51,60,RL,,13869,Pave,None,2,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,6,6,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,2,5,182,0,0,612,794,GasA,1,1,1,794,676,0,1470,0,1,2,0,3,1,0,6,0,0,-2,Attchd,1997.0,3,2,388,0,0,Y,0,75,0,0,0,0,-1,None,None,0,7,2007,WD,Normal,-2,93.6482427,42.1073852,177000,181000.0,1652,2040,2652,1476,9912,12240,15912,670012.7133024001,2880072000.0,480012000.0,1086000.0
51,52,50,RM,52.0,6240,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,6,6,1934,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,0,0,0,0,0,816,816,GasA,0,1,1,816,0,360,1176,0,0,1,0,3,1,0,6,0,1,1,Detchd,1985.0,1,2,528,0,0,Y,112,0,0,0,0,0,-1,MnPrv,Shed,400,9,2006,WD,Normal,0,93.6276074,42.0322741,114500,124300.0,1176,1704,2520,1182,7056,10224,15120,635527.984392,1879416000.0,313236000.0,745800.0
52,53,90,RM,110.0,8472,Grvl,None,2,Bnk,AllPub,Corner,2,IDOTRR,-1,0,Duplex,1,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,-1,0,CBlock,1,0,1,1,104,5,712,0,816,GasA,0,0,1,816,0,0,816,1,0,1,0,2,1,0,5,0,0,-2,CarPort,1963.0,1,2,516,0,0,Y,106,0,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,-4,93.6196433,42.0262182,110000,103000.0,920,1436,2148,821,4600,7180,10740,451361.583468,1106220000.0,221244000.0,515000.0
53,54,20,RL,68.0,50271,Pave,None,1,Low,AllPub,Inside,1,Veenker,0,0,1Fam,1,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,,0.0,1,0,CBlock,2,0,1,5,1810,0,0,32,1842,GasA,1,1,1,1842,0,0,1842,2,0,0,1,0,1,1,5,0,1,1,Attchd,1981.0,3,3,894,0,0,Y,857,72,0,0,0,0,-1,None,None,0,11,2006,WD,Normal,3,93.6515453,42.0383826,385000,218000.0,3652,4546,4578,1851,32868,40914,41202,1732065.4398852,8982036000.0,998004000.0,1962000.0
54,55,80,RL,60.0,7134,Pave,None,0,Bnk,AllPub,Inside,2,NAmes,0,0,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,4,384,0,0,0,384,GasA,0,1,1,1360,0,0,1360,0,0,1,0,3,1,0,6,-1,1,0,Detchd,1962.0,1,2,572,0,0,Y,0,50,0,0,0,0,-1,MnPrv,None,0,2,2007,WD,Normal,-1,,,130000,140000.0,1744,2316,2316,1365,8720,11580,11580,,1621200000.0,324240000.0,700000.0
55,56,20,RL,100.0,10175,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,0,0,CBlock,0,0,0,3,490,0,0,935,1425,GasA,1,1,1,1425,0,0,1425,0,0,2,0,3,1,0,7,0,1,1,Attchd,1964.0,2,2,576,0,0,Y,0,0,0,407,0,0,-1,None,None,0,7,2008,WD,Normal,1,,,180500,140000.0,1915,2491,3426,1431,11490,14946,20556,,2877840000.0,479640000.0,840000.0
56,57,160,FV,24.0,2645,Pave,Pave,0,Lvl,AllPub,Inside,1,Somerst,0,0,Twnhs,4,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,1,0,PConc,1,0,0,5,649,0,0,321,970,GasA,2,1,1,983,756,0,1739,1,0,2,1,3,1,1,7,0,0,-2,Attchd,1999.0,3,2,480,0,0,Y,115,0,0,0,0,0,-1,None,None,0,8,2009,WD,Abnorml,1,93.6435389,42.0489287,172500,225500.0,2388,2868,3189,1747,19104,22944,25512,1072752.2689944,5752956000.0,719119500.0,1804000.0
57,58,60,RL,89.0,11645,Pave,None,1,Lvl,AllPub,Corner,1,CollgCr,0,0,1Fam,4,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,860,860,GasA,2,1,1,860,860,0,1720,0,0,2,1,3,1,1,7,0,0,-2,Attchd,2004.0,2,2,565,0,0,Y,0,70,0,0,0,0,-1,None,None,0,8,2006,WD,Normal,1,93.6629245,42.0210558,196500,197200.0,1720,2285,3145,1727,12040,15995,22015,925093.543437,4341358000.0,620194000.0,1380400.0
58,59,60,RL,66.0,13682,Pave,None,2,HLS,AllPub,CulDSac,1,StoneBr,0,0,1Fam,4,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,2,0,PConc,2,0,1,0,0,0,0,1410,1410,GasA,2,1,1,1426,1519,0,2945,0,0,3,1,3,1,1,10,0,1,1,BuiltIn,2006.0,3,3,641,0,0,Y,192,0,37,0,0,0,-1,None,None,0,10,2006,New,Partial,5,93.6352844,42.0606141,438780,278000.0,2945,3586,4996,2955,29450,35860,49960,2101348.2804360003,13888880000.0,1388888000.0,2780000.0
59,60,20,RL,60.0,7200,Pave,None,0,Bnk,AllPub,Inside,1,CollgCr,0,0,1Fam,1,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,2,4,632,0,0,148,780,GasA,2,1,1,780,0,0,780,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1973.0,1,1,352,0,0,Y,196,0,0,0,0,0,-1,MnPrv,None,0,1,2008,WD,Normal,-1,93.6629245,42.0210558,124900,197200.0,1412,1764,1912,785,7060,8820,9560,401721.293448,1885232000.0,377046400.0,986000.0
60,61,20,RL,63.0,13072,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,-2,0,1Fam,1,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,4,941,0,0,217,1158,GasA,2,1,1,1158,0,0,1158,1,0,1,1,3,1,1,5,0,0,-2,Detchd,2006.0,1,2,576,0,0,Y,0,50,0,0,0,0,-1,None,None,0,5,2006,New,Partial,0,93.6196433,42.0262182,158000,179900.0,2099,2675,2892,1164,12594,16050,17352,729238.9382064,3121624800.0,520270800.0,1079400.0
61,62,75,RM,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,1,IDOTRR,0,0,1Fam,5,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,-1,0,0,0,0,0,530,530,GasA,0,0,1,581,530,0,1111,0,0,1,0,3,1,-1,6,0,0,-2,Detchd,1935.0,1,1,288,0,0,N,0,0,144,0,0,0,-1,None,None,0,3,2007,WD,Normal,-5,93.6196433,42.0262182,101000,103000.0,1111,1399,1929,1116,5555,6995,9645,405342.87453900004,993435000.0,198687000.0,515000.0
62,63,120,RL,44.0,6442,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,TwnhsE,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,1,0,PConc,1,1,1,5,24,0,0,1346,1370,GasA,2,1,1,1370,0,0,1370,0,0,2,0,2,1,1,6,0,1,1,Attchd,2006.0,2,2,484,0,0,Y,120,49,0,0,0,0,-1,None,None,0,10,2007,WD,Normal,5,93.6521432,42.0593971,202500,315000.0,1394,1878,3224,1378,11152,15024,25792,1084795.9700032,8124480000.0,1015560000.0,2520000.0
63,64,70,RM,50.0,10300,Pave,None,1,Bnk,AllPub,Inside,1,OldTown,-2,-2,1Fam,4,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,576,576,GasA,1,1,1,902,808,0,1710,0,0,2,0,3,1,0,9,0,0,-2,Detchd,1990.0,1,2,480,0,0,Y,12,11,64,0,0,0,-1,GdPrv,None,0,4,2010,WD,Normal,-2,93.6158599,42.0315288,140000,119000.0,1710,2190,2766,1717,11970,15330,19362,813814.4606256,2304078000.0,329154000.0,833000.0
64,65,60,RL,,9375,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,0,0,PConc,1,0,0,5,739,0,0,318,1057,GasA,2,1,1,1057,977,0,2034,1,0,2,1,3,1,1,8,0,0,-2,Attchd,1998.0,2,2,645,0,0,Y,576,36,0,0,0,0,-1,GdPrv,None,0,2,2009,WD,Normal,0,93.6629245,42.0210558,219500,197200.0,2773,3418,3736,2041,19411,23926,26152,1098934.6512816,5157174400.0,736739200.0,1380400.0
65,66,60,RL,76.0,9591,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,1,0,PConc,2,0,2,0,0,0,0,1143,1143,GasA,2,1,1,1143,1330,0,2473,0,0,2,1,4,1,1,9,0,1,1,BuiltIn,2004.0,2,3,852,0,0,Y,192,151,0,0,0,0,-1,None,None,0,10,2007,WD,Normal,4,93.6521432,42.0593971,317000,315000.0,2473,3325,4468,2481,19784,26600,35744,1503371.0899423999,11259360000.0,1407420000.0,2520000.0
66,67,20,RL,,19900,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,2,0,1Fam,1,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,0,0,CBlock,1,0,1,5,912,0,0,1035,1947,GasA,0,1,1,2207,0,0,2207,1,0,2,0,3,1,0,7,-1,1,1,Attchd,1970.0,2,2,576,0,0,Y,301,0,0,0,0,0,-1,None,None,0,7,2010,WD,Normal,0,,,180000,140000.0,3119,3695,4730,2214,21833,25865,33110,,4635400000.0,662200000.0,980000.0
67,68,20,RL,72.0,10665,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,1,0,PConc,1,0,2,5,1013,0,0,440,1453,GasA,2,1,1,1479,0,0,1479,1,0,2,0,3,1,1,7,0,0,-2,Attchd,2003.0,2,2,558,0,0,Y,144,29,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,1,93.6629245,42.0210558,226000,197200.0,2492,3050,3490,1486,17444,21350,24430,1026574.393194,4817596000.0,688228000.0,1380400.0
68,69,30,RM,47.0,4608,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,-2,0,1Fam,1,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,CBlock,0,0,0,0,0,0,0,747,747,GasA,0,1,1,747,0,0,747,0,0,1,0,2,1,0,4,0,0,-2,Attchd,1945.0,1,1,220,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2010,WD,Normal,-2,93.6158599,42.0315288,80000,119000.0,747,967,1714,751,2988,3868,6856,288168.1614528,815864000.0,203966000.0,476000.0
69,70,50,RL,81.0,15593,Pave,None,0,Lvl,AllPub,Corner,1,ClearCr,0,0,1Fam,3,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,1,0,CBlock,0,0,0,3,603,0,0,701,1304,GasW,0,1,1,1304,983,0,2287,0,0,2,0,3,1,0,7,0,1,0,Attchd,1953.0,3,2,667,0,0,Y,0,21,114,0,0,0,-1,None,None,0,7,2006,WD,Normal,0,93.6496345,42.035702,225000,200250.0,2890,3557,4258,2294,20230,24899,29806,1252916.133812,5968651500.0,852664500.0,1401750.0
70,71,20,RL,95.0,13651,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,0,1,CBlock,1,0,1,4,1880,0,0,343,2223,GasA,2,1,1,2223,0,0,2223,1,0,2,0,3,1,0,8,0,2,1,Attchd,1973.0,3,2,516,0,0,Y,300,0,0,0,0,0,-1,None,None,0,2,2007,WD,Normal,3,,,244000,140000.0,4103,4619,4962,2230,28721,32333,34734,,4862760000.0,694680000.0,980000.0
71,72,20,RL,69.0,7599,Pave,None,0,Lvl,AllPub,Corner,1,Mitchel,0,0,1Fam,1,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,0,0,CBlock,0,0,0,4,565,0,0,280,845,GasA,0,1,1,845,0,0,845,1,0,1,0,2,1,0,4,0,0,-2,Detchd,1987.0,1,2,360,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,-3,93.6048323,41.9923905,129500,153500.0,1410,1770,2050,849,5640,7080,8200,344337.6021,1258700000.0,314675000.0,614000.0
72,73,60,RL,74.0,10141,Pave,None,1,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,0,0,PConc,1,0,0,0,0,0,0,832,832,GasA,1,1,1,885,833,0,1718,0,0,2,1,3,1,0,7,0,1,0,Attchd,1998.0,3,2,427,0,0,Y,0,94,0,0,291,0,-1,None,None,0,12,2009,WD,Normal,0,93.6482427,42.1073852,185000,181000.0,1718,2145,2977,1725,12026,15015,20839,877475.8001828,3771859000.0,538837000.0,1267000.0
73,74,20,RL,85.0,10200,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,0,0,CBlock,0,0,0,4,320,3,362,404,1086,GasA,1,1,1,1086,0,0,1086,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1989.0,1,2,490,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,5,2010,WD,Normal,-2,,,144900,140000.0,1406,1896,2662,1091,7030,9480,13310,,1863400000.0,372680000.0,700000.0
74,75,50,RM,60.0,5790,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,0,0,1Fam,4,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,1,1,CBlock,-1,0,0,0,0,0,0,840,840,GasA,1,0,1,840,765,0,1605,0,0,2,0,3,2,0,8,0,0,-2,Detchd,1915.0,1,1,379,0,0,Y,0,0,202,0,0,0,-1,None,None,0,5,2010,WD,Normal,0,93.6158599,42.0315288,107400,119000.0,1605,1984,2824,1608,4815,5952,8472,356091.1119936,1008168000.0,336056000.0,357000.0
75,76,180,RM,21.0,1596,Pave,None,0,Lvl,AllPub,Inside,1,MeadowV,0,0,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,1,0,1,5,462,0,0,0,462,GasA,0,1,1,526,462,0,988,1,0,1,0,2,1,0,5,0,0,-2,BuiltIn,1973.0,1,1,297,0,0,Y,120,101,0,0,0,0,-1,GdWo,None,0,11,2009,WD,Normal,-3,93.6541354,42.0043774,91000,88000.0,1450,1747,1747,992,5800,6988,6988,293526.5892712,614944000.0,153736000.0,352000.0
76,77,20,RL,,8475,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,0,4,228,0,0,724,952,GasA,2,1,0,952,0,0,952,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1956.0,1,1,283,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2008,WD,Normal,-1,,,135750,140000.0,1180,1463,2187,956,4720,5852,8748,,1224720000.0,306180000.0,560000.0
77,78,50,RM,50.0,8635,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,0,3,336,5,41,295,672,GasA,0,1,1,1072,213,0,1285,1,0,1,0,2,1,0,6,-1,0,-2,Detchd,1948.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,MnPrv,None,0,1,2008,WD,Normal,-3,93.6276074,42.0322741,127000,124300.0,1621,1861,2197,1290,8105,9305,10985,461724.53098850005,1365435500.0,273087100.0,621500.0
78,79,90,RL,72.0,10778,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,Duplex,1,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,0,0,0,0,0,1768,1768,GasA,0,0,1,1768,0,0,1768,0,0,2,0,4,2,0,8,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,-7,93.6196433,42.0262182,136500,135000.0,1768,1768,3536,1772,7072,7072,14144,594418.8302208,1909440000.0,477360000.0,540000.0
79,80,50,RM,60.0,10440,Pave,Grvl,0,Lvl,AllPub,Corner,1,OldTown,0,0,1Fam,4,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,0,0,0,0,0,440,440,GasA,1,1,1,682,548,0,1230,0,0,1,1,2,1,0,5,0,0,-2,Detchd,1966.0,1,2,440,0,0,Y,74,0,128,0,0,0,-1,MnPrv,None,0,5,2009,WD,Normal,-2,93.6158599,42.0315288,110000,119000.0,1230,1670,2110,1235,6150,8350,10550,443432.62883999996,1255450000.0,251090000.0,595000.0
80,81,60,RL,100.0,13000,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,4,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,0,1,CBlock,1,0,0,2,448,0,0,448,896,GasA,0,1,1,1182,960,0,2142,0,0,2,1,4,1,1,8,0,1,1,Attchd,1968.0,3,1,509,0,0,Y,0,72,0,0,252,0,-1,None,None,0,6,2009,WD,Normal,2,,,193500,140000.0,2590,3099,3547,2148,15540,18594,21282,,2979480000.0,496580000.0,840000.0
81,82,120,RM,32.0,4500,Pave,None,0,Lvl,AllPub,FR2,1,Mitchel,0,0,TwnhsE,1,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,0,1,PConc,2,1,0,5,1201,0,0,36,1237,GasA,2,1,1,1337,0,0,1337,1,0,2,0,2,1,0,5,0,0,-2,Attchd,1998.0,3,2,405,0,0,Y,0,199,0,0,0,0,-1,None,None,0,3,2006,WD,Normal,1,93.6048323,41.9923905,153500,153500.0,2538,2943,2979,1343,15228,17658,17874,750571.987797,2743659000.0,457276500.0,921000.0
82,83,20,RL,78.0,10206,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,0,0,PConc,1,0,0,5,33,0,0,1530,1563,GasA,2,1,1,1563,0,0,1563,0,0,2,0,3,1,1,6,0,1,1,Attchd,2007.0,2,3,758,0,0,Y,144,99,0,0,0,0,-1,None,None,0,10,2008,WD,Normal,3,93.6435389,42.0489287,245000,225500.0,1596,2354,3884,1571,12768,18832,31072,1306544.3125664,7006736000.0,875842000.0,1804000.0
83,84,20,RL,80.0,8892,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,0,0,CBlock,0,0,0,0,0,0,0,1065,1065,GasA,1,1,1,1065,0,0,1065,0,0,1,1,3,1,0,6,0,0,-2,Detchd,1974.0,1,2,461,0,0,Y,74,0,0,0,0,0,-1,None,None,0,7,2007,COD,Normal,-2,,,126500,140000.0,1065,1526,2591,1070,5325,7630,12955,,1813700000.0,362740000.0,700000.0
84,85,80,RL,,8530,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,0,0,PConc,1,0,0,0,0,0,0,384,384,GasA,1,1,1,804,670,0,1474,0,0,2,1,3,1,0,7,0,1,0,BuiltIn,1995.0,3,2,400,0,0,Y,120,72,0,0,0,0,-1,None,Shed,700,5,2009,WD,Normal,0,93.6482427,42.1073852,168500,181000.0,1474,1874,2258,1481,10318,13118,15806,665549.3304712,2860886000.0,408698000.0,1267000.0
85,86,60,RL,121.0,16059,Pave,None,0,Lvl,AllPub,Corner,1,NoRidge,0,0,1Fam,4,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,1,0,CBlock,1,0,0,0,0,0,0,1288,1288,GasA,2,1,1,1301,1116,0,2417,0,0,2,1,4,1,1,9,0,1,0,Attchd,1991.0,1,2,462,0,0,Y,127,82,0,0,0,0,-1,None,None,0,4,2006,WD,Normal,3,93.6550459,42.051161,260000,301500.0,2417,2879,4167,2425,19336,23032,33336,1401817.503096,10050804000.0,1256350500.0,2412000.0
86,87,60,RL,122.0,11911,Pave,None,2,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,4,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,0,0,0,0,684,684,GasA,2,1,1,684,876,0,1560,0,0,2,1,3,1,1,6,0,1,1,BuiltIn,2005.0,3,2,400,0,0,Y,100,38,0,0,0,0,-1,None,None,0,3,2009,WD,Normal,4,93.6482427,42.1073852,174000,181000.0,1560,1960,2644,1566,9360,11760,15864,667991.5588128001,2871384000.0,478564000.0,1086000.0
87,88,160,FV,40.0,3951,Pave,Pave,0,Lvl,AllPub,Corner,1,Somerst,0,0,TwnhsE,4,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,1,0,PConc,1,0,2,0,0,0,0,612,612,GasA,2,1,1,612,612,0,1224,0,0,2,1,2,1,1,4,0,0,-2,Detchd,2009.0,2,2,528,0,0,Y,0,234,0,0,0,0,-1,None,None,0,6,2009,New,Partial,1,93.6435389,42.0489287,164500,225500.0,1224,1752,2364,1230,7344,10512,14184,596422.0046808,3198492000.0,533082000.0,1353000.0
88,89,50,C (all),105.0,8470,Pave,None,1,Lvl,AllPub,Corner,1,IDOTRR,-2,-2,1Fam,3,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,-1,-1,CBlock,0,-1,0,0,0,0,0,1013,1013,GasA,0,0,1,1013,0,513,1526,0,0,1,0,2,1,-1,6,0,0,-2,None,,0,0,0,-2,-2,N,0,0,156,0,0,0,-1,MnPrv,None,0,10,2009,ConLD,Abnorml,-11,93.6196433,42.0262182,85000,103000.0,1526,1526,2539,1529,4578,4578,7617,320113.7040294,784551000.0,261517000.0,309000.0
