,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Tot_qual_cond,degrees_west,degrees_north
54,55,80,RL,60.0,7134,Pave,None,0,Bnk,AllPub,Inside,2,NAmes,0,0,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,0,4,384,0,0,0,384,GasA,0,1,1,1360,0,0,1360,0,0,1,0,3,1,0,6,-1,1,0,Detchd,1962.0,1,2,572,0,0,Y,0,50,0,0,0,0,-1,MnPrv,None,0,2,2007,WD,Normal,130000,-1,,
55,56,20,RL,100.0,10175,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,6,5,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,272.0,0,0,CBlock,0,0,0,3,490,0,0,935,1425,GasA,1,1,1,1425,0,0,1425,0,0,2,0,3,1,0,7,0,1,1,Attchd,1964.0,2,2,576,0,0,Y,0,0,0,407,0,0,-1,None,None,0,7,2008,WD,Normal,180500,1,,
56,57,160,FV,24.0,2645,Pave,Pave,0,Lvl,AllPub,Inside,1,Somerst,0,0,Twnhs,4,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,1,0,PConc,1,0,0,5,649,0,0,321,970,GasA,2,1,1,983,756,0,1739,1,0,2,1,3,1,1,7,0,0,-2,Attchd,1999.0,3,2,480,0,0,Y,115,0,0,0,0,0,-1,None,None,0,8,2009,WD,Abnorml,172500,1,93.6435389,42.0489287
57,58,60,RL,89.0,11645,Pave,None,1,Lvl,AllPub,Corner,1,CollgCr,0,0,1Fam,4,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,0,0,0,0,0,860,860,GasA,2,1,1,860,860,0,1720,0,0,2,1,3,1,1,7,0,0,-2,Attchd,2004.0,2,2,565,0,0,Y,0,70,0,0,0,0,-1,None,None,0,8,2006,WD,Normal,196500,1,93.6629245,42.0210558
58,59,60,RL,66.0,13682,Pave,None,2,HLS,AllPub,CulDSac,1,StoneBr,0,0,1Fam,4,10,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,1031.0,2,0,PConc,2,0,1,0,0,0,0,1410,1410,GasA,2,1,1,1426,1519,0,2945,0,0,3,1,3,1,1,10,0,1,1,BuiltIn,2006.0,3,3,641,0,0,Y,192,0,37,0,0,0,-1,None,None,0,10,2006,New,Partial,438780,5,93.6352844,42.0606141
59,60,20,RL,60.0,7200,Pave,None,0,Bnk,AllPub,Inside,1,CollgCr,0,0,1Fam,1,5,7,1972,1972,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,2,4,632,0,0,148,780,GasA,2,1,1,780,0,0,780,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1973.0,1,1,352,0,0,Y,196,0,0,0,0,0,-1,MnPrv,None,0,1,2008,WD,Normal,124900,-1,93.6629245,42.0210558
60,61,20,RL,63.0,13072,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,-2,0,1Fam,1,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,4,941,0,0,217,1158,GasA,2,1,1,1158,0,0,1158,1,0,1,1,3,1,1,5,0,0,-2,Detchd,2006.0,1,2,576,0,0,Y,0,50,0,0,0,0,-1,None,None,0,5,2006,New,Partial,158000,0,93.6196433,42.0262182
61,62,75,RM,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,1,IDOTRR,0,0,1Fam,5,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,-1,0,0,0,0,0,530,530,GasA,0,0,1,581,530,0,1111,0,0,1,0,3,1,-1,6,0,0,-2,Detchd,1935.0,1,1,288,0,0,N,0,0,144,0,0,0,-1,None,None,0,3,2007,WD,Normal,101000,-5,93.6196433,42.0262182
62,63,120,RL,44.0,6442,Pave,None,1,Lvl,AllPub,Inside,1,NridgHt,0,0,TwnhsE,1,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,178.0,1,0,PConc,1,1,1,5,24,0,0,1346,1370,GasA,2,1,1,1370,0,0,1370,0,0,2,0,2,1,1,6,0,1,1,Attchd,2006.0,2,2,484,0,0,Y,120,49,0,0,0,0,-1,None,None,0,10,2007,WD,Normal,202500,5,93.6521432,42.0593971
63,64,70,RM,50.0,10300,Pave,None,1,Bnk,AllPub,Inside,1,OldTown,-2,-2,1Fam,4,7,6,1921,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,0,0,0,0,0,576,576,GasA,1,1,1,902,808,0,1710,0,0,2,0,3,1,0,9,0,0,-2,Detchd,1990.0,1,2,480,0,0,Y,12,11,64,0,0,0,-1,GdPrv,None,0,4,2010,WD,Normal,140000,-2,93.6158599,42.0315288
64,65,60,RL,,9375,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,0,0,PConc,1,0,0,5,739,0,0,318,1057,GasA,2,1,1,1057,977,0,2034,1,0,2,1,3,1,1,8,0,0,-2,Attchd,1998.0,2,2,645,0,0,Y,576,36,0,0,0,0,-1,GdPrv,None,0,2,2009,WD,Normal,219500,0,93.6629245,42.0210558
65,66,60,RL,76.0,9591,Pave,None,0,Lvl,AllPub,Inside,1,NridgHt,0,0,1Fam,4,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,344.0,1,0,PConc,2,0,2,0,0,0,0,1143,1143,GasA,2,1,1,1143,1330,0,2473,0,0,2,1,4,1,1,9,0,1,1,BuiltIn,2004.0,2,3,852,0,0,Y,192,151,0,0,0,0,-1,None,None,0,10,2007,WD,Normal,317000,4,93.6521432,42.0593971
66,67,20,RL,,19900,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,2,0,1Fam,1,7,5,1970,1989,Gable,CompShg,Plywood,Plywood,BrkFace,287.0,0,0,CBlock,1,0,1,5,912,0,0,1035,1947,GasA,0,1,1,2207,0,0,2207,1,0,2,0,3,1,0,7,-1,1,1,Attchd,1970.0,2,2,576,0,0,Y,301,0,0,0,0,0,-1,None,None,0,7,2010,WD,Normal,180000,0,,
67,68,20,RL,72.0,10665,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,167.0,1,0,PConc,1,0,2,5,1013,0,0,440,1453,GasA,2,1,1,1479,0,0,1479,1,0,2,0,3,1,1,7,0,0,-2,Attchd,2003.0,2,2,558,0,0,Y,144,29,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,226000,1,93.6629245,42.0210558
68,69,30,RM,47.0,4608,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,-2,0,1Fam,1,4,6,1945,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,1,CBlock,0,0,0,0,0,0,0,747,747,GasA,0,1,1,747,0,0,747,0,0,1,0,2,1,0,4,0,0,-2,Attchd,1945.0,1,1,220,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2010,WD,Normal,80000,-2,93.6158599,42.0315288
69,70,50,RL,81.0,15593,Pave,None,0,Lvl,AllPub,Corner,1,ClearCr,0,0,1Fam,3,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,,0.0,1,0,CBlock,0,0,0,3,603,0,0,701,1304,GasW,0,1,1,1304,983,0,2287,0,0,2,0,3,1,0,7,0,1,0,Attchd,1953.0,3,2,667,0,0,Y,0,21,114,0,0,0,-1,None,None,0,7,2006,WD,Normal,225000,0,93.6496345,42.035702
70,71,20,RL,95.0,13651,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,1115.0,0,1,CBlock,1,0,1,4,1880,0,0,343,2223,GasA,2,1,1,2223,0,0,2223,1,0,2,0,3,1,0,8,0,2,1,Attchd,1973.0,3,2,516,0,0,Y,300,0,0,0,0,0,-1,None,None,0,2,2007,WD,Normal,244000,3,,
71,72,20,RL,69.0,7599,Pave,None,0,Lvl,AllPub,Corner,1,Mitchel,0,0,1Fam,1,4,6,1982,2006,Gable,CompShg,HdBoard,Plywood,,0.0,0,0,CBlock,0,0,0,4,565,0,0,280,845,GasA,0,1,1,845,0,0,845,1,0,1,0,2,1,0,4,0,0,-2,Detchd,1987.0,1,2,360,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2007,WD,Normal,129500,-3,93.6048323,41.9923905
72,73,60,RL,74.0,10141,Pave,None,1,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,0,0,PConc,1,0,0,0,0,0,0,832,832,GasA,1,1,1,885,833,0,1718,0,0,2,1,3,1,0,7,0,1,0,Attchd,1998.0,3,2,427,0,0,Y,0,94,0,0,291,0,-1,None,None,0,12,2009,WD,Normal,185000,0,93.6482427,42.1073852
73,74,20,RL,85.0,10200,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,7,1954,2003,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,104.0,0,0,CBlock,0,0,0,4,320,3,362,404,1086,GasA,1,1,1,1086,0,0,1086,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1989.0,1,2,490,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,5,2010,WD,Normal,144900,-2,,
74,75,50,RM,60.0,5790,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,0,0,1Fam,4,3,6,1915,1950,Gambrel,CompShg,VinylSd,VinylSd,,0.0,1,1,CBlock,-1,0,0,0,0,0,0,840,840,GasA,1,0,1,840,765,0,1605,0,0,2,0,3,2,0,8,0,0,-2,Detchd,1915.0,1,1,379,0,0,Y,0,0,202,0,0,0,-1,None,None,0,5,2010,WD,Normal,107400,0,93.6158599,42.0315288
75,76,180,RM,21.0,1596,Pave,None,0,Lvl,AllPub,Inside,1,MeadowV,0,0,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,1,0,1,5,462,0,0,0,462,GasA,0,1,1,526,462,0,988,1,0,1,0,2,1,0,5,0,0,-2,BuiltIn,1973.0,1,1,297,0,0,Y,120,101,0,0,0,0,-1,GdWo,None,0,11,2009,WD,Normal,91000,-3,93.6541354,42.0043774
76,77,20,RL,,8475,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,4,7,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,0,4,228,0,0,724,952,GasA,2,1,0,952,0,0,952,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1956.0,1,1,283,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2008,WD,Normal,135750,-1,,
77,78,50,RM,50.0,8635,Pave,None,0,Lvl,AllPub,Inside,1,BrkSide,0,0,1Fam,3,5,5,1948,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,0,3,336,5,41,295,672,GasA,0,1,1,1072,213,0,1285,1,0,1,0,2,1,0,6,-1,0,-2,Detchd,1948.0,1,1,240,0,0,Y,0,0,0,0,0,0,-1,MnPrv,None,0,1,2008,WD,Normal,127000,-3,93.6276074,42.0322741
78,79,90,RL,72.0,10778,Pave,None,0,Lvl,AllPub,Inside,1,Sawyer,0,0,Duplex,1,4,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,0,0,0,0,0,1768,1768,GasA,0,0,1,1768,0,0,1768,0,0,2,0,4,2,0,8,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,4,2010,WD,Normal,136500,-7,93.6196433,42.0262182
79,80,50,RM,60.0,10440,Pave,Grvl,0,Lvl,AllPub,Corner,1,OldTown,0,0,1Fam,4,5,6,1910,1981,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,0,0,0,0,0,440,440,GasA,1,1,1,682,548,0,1230,0,0,1,1,2,1,0,5,0,0,-2,Detchd,1966.0,1,2,440,0,0,Y,74,0,128,0,0,0,-1,MnPrv,None,0,5,2009,WD,Normal,110000,-2,93.6158599,42.0315288
80,81,60,RL,100.0,13000,Pave,None,0,Lvl,AllPub,Corner,1,NAmes,0,0,1Fam,4,6,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,BrkFace,576.0,0,1,CBlock,1,0,0,2,448,0,0,448,896,GasA,0,1,1,1182,960,0,2142,0,0,2,1,4,1,1,8,0,1,1,Attchd,1968.0,3,1,509,0,0,Y,0,72,0,0,252,0,-1,None,None,0,6,2009,WD,Normal,193500,2,,
81,82,120,RM,32.0,4500,Pave,None,0,Lvl,AllPub,FR2,1,Mitchel,0,0,TwnhsE,1,6,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,BrkFace,443.0,0,1,PConc,2,1,0,5,1201,0,0,36,1237,GasA,2,1,1,1337,0,0,1337,1,0,2,0,2,1,0,5,0,0,-2,Attchd,1998.0,3,2,405,0,0,Y,0,199,0,0,0,0,-1,None,None,0,3,2006,WD,Normal,153500,1,93.6048323,41.9923905
82,83,20,RL,78.0,10206,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,1,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,468.0,0,0,PConc,1,0,0,5,33,0,0,1530,1563,GasA,2,1,1,1563,0,0,1563,0,0,2,0,3,1,1,6,0,1,1,Attchd,2007.0,2,3,758,0,0,Y,144,99,0,0,0,0,-1,None,None,0,10,2008,WD,Normal,245000,3,93.6435389,42.0489287
83,84,20,RL,80.0,8892,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,5,1960,1960,Gable,CompShg,MetalSd,MetalSd,BrkCmn,66.0,0,0,CBlock,0,0,0,0,0,0,0,1065,1065,GasA,1,1,1,1065,0,0,1065,0,0,1,1,3,1,0,6,0,0,-2,Detchd,1974.0,1,2,461,0,0,Y,74,0,0,0,0,0,-1,None,None,0,7,2007,COD,Normal,126500,-2,,
84,85,80,RL,,8530,Pave,None,1,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,BrkFace,22.0,0,0,PConc,1,0,0,0,0,0,0,384,384,GasA,1,1,1,804,670,0,1474,0,0,2,1,3,1,0,7,0,1,0,BuiltIn,1995.0,3,2,400,0,0,Y,120,72,0,0,0,0,-1,None,Shed,700,5,2009,WD,Normal,168500,0,93.6482427,42.1073852
85,86,60,RL,121.0,16059,Pave,None,0,Lvl,AllPub,Corner,1,NoRidge,0,0,1Fam,4,8,5,1991,1992,Hip,CompShg,HdBoard,HdBoard,BrkFace,284.0,1,0,CBlock,1,0,0,0,0,0,0,1288,1288,GasA,2,1,1,1301,1116,0,2417,0,0,2,1,4,1,1,9,0,1,0,Attchd,1991.0,1,2,462,0,0,Y,127,82,0,0,0,0,-1,None,None,0,4,2006,WD,Normal,260000,3,93.6550459,42.051161
86,87,60,RL,122.0,11911,Pave,None,2,Lvl,AllPub,Inside,1,Gilbert,0,0,1Fam,4,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,1,0,PConc,1,0,2,0,0,0,0,684,684,GasA,2,1,1,684,876,0,1560,0,0,2,1,3,1,1,6,0,1,1,BuiltIn,2005.0,3,2,400,0,0,Y,100,38,0,0,0,0,-1,None,None,0,3,2009,WD,Normal,174000,4,93.6482427,42.1073852
87,88,160,FV,40.0,3951,Pave,Pave,0,Lvl,AllPub,Corner,1,Somerst,0,0,TwnhsE,4,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,1,0,PConc,1,0,2,0,0,0,0,612,612,GasA,2,1,1,612,612,0,1224,0,0,2,1,2,1,1,4,0,0,-2,Detchd,2009.0,2,2,528,0,0,Y,0,234,0,0,0,0,-1,None,None,0,6,2009,New,Partial,164500,1,93.6435389,42.0489287
88,89,50,C (all),105.0,8470,Pave,None,1,Lvl,AllPub,Corner,1,IDOTRR,-2,-2,1Fam,3,3,2,1915,1982,Hip,CompShg,Plywood,Plywood,,0.0,-1,-1,CBlock,0,-1,0,0,0,0,0,1013,1013,GasA,0,0,1,1013,0,513,1526,0,0,1,0,2,1,-1,6,0,0,-2,None,,0,0,0,-2,-2,N,0,0,156,0,0,0,-1,MnPrv,None,0,10,2009,ConLD,Abnorml,85000,-11,93.6196433,42.0262182
89,90,20,RL,60.0,8070,Pave,None,0,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,4,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,5,588,0,0,402,990,GasA,2,1,1,990,0,0,990,1,0,1,0,3,1,0,5,0,0,-2,None,,0,0,0,-2,-2,Y,0,0,0,0,0,0,-1,None,None,0,8,2007,WD,Normal,123600,-5,93.6629245,42.0210558
90,91,20,RL,60.0,7200,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,4,5,1950,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,0,0,Slab,-1,0,-1,0,0,0,0,0,0,GasA,0,1,0,1040,0,0,1040,0,0,1,0,2,1,0,4,0,0,-2,Detchd,1950.0,1,2,420,0,0,Y,0,29,0,0,0,0,-1,None,None,0,7,2006,WD,Normal,109900,-3,,
91,92,20,RL,85.0,8500,Pave,None,0,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,5,3,1961,1961,Hip,CompShg,HdBoard,HdBoard,BrkCmn,203.0,0,0,CBlock,0,0,0,2,600,0,0,635,1235,GasA,0,1,1,1235,0,0,1235,0,0,1,0,2,1,0,6,0,0,-2,Attchd,1961.0,1,2,480,0,0,Y,0,0,0,0,0,0,-1,GdWo,None,0,12,2006,WD,Abnorml,98600,-3,,
92,93,30,RL,80.0,13360,Pave,Grvl,1,HLS,AllPub,Inside,1,Crawfor,0,0,1Fam,1,5,7,1921,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,1,BrkTil,1,0,0,4,713,0,0,163,876,GasA,2,1,1,964,0,0,964,1,0,1,0,2,1,0,5,0,0,-2,Detchd,1921.0,1,2,432,0,0,Y,0,0,44,0,0,0,-1,None,None,0,8,2009,WD,Normal,163500,0,93.6196433,42.0262182
93,94,190,C (all),60.0,7200,Pave,None,0,Lvl,AllPub,Corner,1,OldTown,0,0,2fmCon,5,6,6,1910,1998,Hip,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,-1,1,2,1046,0,0,168,1214,GasW,2,0,1,1260,1031,0,2291,0,1,2,0,4,2,0,9,0,1,1,Detchd,1900.0,1,2,506,0,0,Y,0,0,0,0,99,0,-1,None,None,0,11,2007,WD,Normal,133900,1,93.6158599,42.0315288
94,95,60,RL,69.0,9337,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,4,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,0,1,PConc,1,0,0,5,648,0,0,176,824,GasA,2,1,1,905,881,0,1786,1,0,2,1,3,1,1,7,0,0,-2,Attchd,1997.0,2,2,684,0,0,Y,0,162,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,204750,1,93.6629245,42.0210558
95,96,60,RL,,9765,Pave,None,2,Lvl,AllPub,Corner,1,Gilbert,0,0,1Fam,4,6,8,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,2,1,PConc,1,1,0,4,310,0,0,370,680,GasA,1,1,1,680,790,0,1470,0,0,2,1,3,1,0,6,0,1,0,BuiltIn,1993.0,3,2,420,0,0,Y,232,63,0,0,0,0,-1,None,Shed,480,4,2009,WD,Normal,185000,4,93.6482427,42.1073852
96,97,20,RL,78.0,10264,Pave,None,1,Lvl,AllPub,Inside,1,CollgCr,0,0,1Fam,1,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,183.0,1,0,PConc,1,0,2,4,1162,0,0,426,1588,GasA,2,1,1,1588,0,0,1588,0,0,2,0,3,1,1,6,0,0,-2,Attchd,1999.0,2,2,472,0,0,Y,158,29,0,0,0,0,-1,None,None,0,8,2006,WD,Normal,214000,1,93.6629245,42.0210558
97,98,20,RL,73.0,10921,Pave,None,0,HLS,AllPub,Inside,1,Edwards,0,0,1Fam,1,4,5,1965,1965,Hip,CompShg,HdBoard,HdBoard,BrkFace,48.0,0,0,CBlock,0,0,0,2,520,0,0,440,960,GasA,0,1,-1,960,0,0,960,1,0,1,0,3,1,0,6,0,0,-2,Attchd,1965.0,3,1,432,0,0,P,120,0,0,0,0,0,-1,None,None,0,5,2007,WD,Normal,94750,-3,93.6700775,42.0256764
98,99,30,RL,85.0,10625,Pave,None,0,Lvl,AllPub,Corner,1,Edwards,0,0,1Fam,1,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,0,4,108,0,0,350,458,GasA,-1,0,1,835,0,0,835,0,0,1,0,2,1,0,5,0,0,-2,Basment,1920.0,1,1,366,-1,0,Y,0,0,77,0,0,0,-1,None,Shed,400,5,2010,COD,Abnorml,83000,-5,93.6700775,42.0256764
99,100,20,RL,77.0,9320,Pave,None,1,Lvl,AllPub,Inside,1,NAmes,0,0,1Fam,1,4,5,1959,1959,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,0,4,569,0,0,381,950,GasA,-1,1,1,1225,0,0,1225,1,0,1,1,3,1,0,6,0,0,-2,None,,0,0,0,-2,-2,Y,352,0,0,0,0,0,-1,None,Shed,400,1,2010,WD,Normal,128950,-8,,
100,101,20,RL,,10603,Pave,None,1,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,1,6,7,1977,2001,Gable,CompShg,Plywood,Plywood,BrkFace,28.0,0,0,PConc,0,0,1,4,1200,0,0,410,1610,GasA,1,1,1,1610,0,0,1610,1,0,2,0,3,1,1,6,0,2,0,Attchd,1977.0,2,2,480,0,0,Y,168,68,0,0,0,0,-1,None,None,0,2,2010,WD,Normal,205000,1,93.6668704,42.0561644
101,102,60,RL,77.0,9206,Pave,None,0,Lvl,AllPub,Inside,1,SawyerW,0,0,1Fam,4,6,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,BrkFace,336.0,1,0,CBlock,1,0,0,0,0,0,0,741,741,GasA,0,1,1,977,755,0,1732,0,0,2,1,3,1,1,7,0,1,0,Attchd,1985.0,3,2,476,0,0,Y,192,46,0,0,0,0,-1,None,None,0,6,2010,WD,Normal,178000,1,93.6196433,42.0262182
102,103,90,RL,64.0,7018,Pave,None,0,Bnk,AllPub,Inside,1,SawyerW,0,0,Duplex,1,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,0,-1,Slab,-1,0,-1,0,0,0,0,0,0,GasA,0,1,1,1535,0,0,1535,0,0,2,0,4,2,0,8,0,0,-2,Attchd,1979.0,1,2,410,0,0,Y,0,0,0,0,0,0,-1,None,None,0,6,2009,WD,Alloca,118964,-4,93.6196433,42.0262182
103,104,20,RL,94.0,10402,Pave,None,1,Lvl,AllPub,Corner,1,CollgCr,0,0,1Fam,1,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,1,0,0,0,0,0,0,1226,1226,GasA,2,1,1,1226,0,0,1226,0,0,2,0,3,1,1,6,0,0,-2,Attchd,2009.0,2,3,740,0,0,Y,0,36,0,0,0,0,-1,None,None,0,5,2010,WD,Normal,198900,0,93.6629245,42.0210558
104,105,50,RM,,7758,Pave,None,0,Lvl,AllPub,Corner,1,IDOTRR,0,0,1Fam,3,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,0,-1,PConc,0,0,0,1,224,0,0,816,1040,GasA,2,1,-1,1226,592,0,1818,0,0,1,1,4,1,0,7,0,2,0,Detchd,1951.0,1,1,240,0,0,Y,0,0,0,0,184,0,-1,None,None,0,6,2007,WD,Normal,169500,0,93.6196433,42.0262182
105,106,60,FV,75.0,9375,Pave,None,0,Lvl,AllPub,Inside,1,Somerst,0,0,1Fam,4,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,768.0,1,0,PConc,2,0,0,0,0,0,0,1053,1053,GasA,2,1,1,1053,939,0,1992,0,0,2,1,3,1,1,9,0,1,1,Attchd,2003.0,2,2,648,0,0,Y,140,45,0,0,0,0,-1,None,None,0,8,2008,WD,Normal,250000,4,93.6435389,42.0489287
106,107,30,RM,60.0,10800,Pave,Grvl,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,1,4,7,1885,1995,Mansard,CompShg,VinylSd,VinylSd,,0.0,0,0,BrkTil,-1,0,0,0,0,0,0,641,641,GasA,1,1,1,1047,0,0,1047,0,0,1,0,2,1,0,6,0,0,-2,Detchd,1954.0,1,1,273,-1,-1,N,0,0,0,0,0,0,-1,None,Shed,450,8,2007,WD,Normal,100000,-4,93.6158599,42.0315288
107,108,20,RM,50.0,6000,Pave,None,0,Lvl,AllPub,Inside,1,OldTown,0,0,1Fam,1,5,5,1948,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,0,4,104,3,169,516,789,GasA,2,1,1,789,0,0,789,0,0,1,0,2,1,0,5,0,0,-2,Detchd,1948.0,1,1,250,0,0,Y,0,0,0,0,0,0,-1,None,None,0,4,2008,WD,Partial,115000,-1,93.6158599,42.0315288
108,109,50,RM,85.0,8500,Pave,None,0,Lvl,AllPub,Corner,1,IDOTRR,-2,0,1Fam,3,5,7,1919,2005,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,0,0,0,0,0,0,0,793,793,GasW,0,0,-1,997,520,0,1517,0,0,2,0,3,1,-1,7,0,0,-2,None,,0,0,0,-2,-2,N,0,0,144,0,0,0,-1,None,None,0,8,2007,WD,Normal,115000,-8,93.6196433,42.0262182
109,110,20,RL,105.0,11751,Pave,None,1,Lvl,AllPub,Inside,1,NWAmes,0,0,1Fam,1,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,BrkFace,480.0,0,0,CBlock,1,0,0,3,705,0,0,1139,1844,GasA,2,1,1,1844,0,0,1844,0,0,2,0,3,1,0,7,0,1,0,Attchd,1977.0,2,2,546,0,0,Y,0,122,0,0,0,0,-1,MnPrv,None,0,1,2010,COD,Normal,190000,1,93.6668704,42.0561644
